id,name,cluster,postcode,lat,lon,length
s2953,Fechinger Weg,1,12683,52.51076344009243,13.56594435726758,134
s2954,Fechnerstraße,1,10717,52.487976239606404,13.322135543008486,425
s2955,Fehlerstraße,1,12161,52.476641567228704,13.32330713761345,415
s2956,Fehlingstraße,1,12305,52.39881641787097,13.408261125326236,285
s2957,Fehmarner Straße,1,13353,52.540284334784964,13.349437327376846,283
s2958,Fehrbelliner Platz,1,10707,52.49061103039452,13.314044951943865,586
s2959,Fehrbelliner Straße,1,13585,52.55063204511289,13.197790697781949,686
s2960,Fehrbelliner Straße,2,10119,52.53275124904866,13.405200333863752,935
s2961,Fehrbelliner Tor,1,13585,52.55469301090271,13.198735851839784,141
s2962,Fehrower Steig,1,12527,52.3937994,13.63552215,87
s2963,Feierabendweg,1,12621,52.52667345,13.620148999999998,117
s2964,Feigensteig,1,13591,52.54161701133891,13.141180590575994,369
s2965,Feilnerstraße,1,10969,52.505752138244226,13.398924489385681,202
s2966,Feldberger Ring,1,12619,52.52879232489004,13.58712659261253,890
s2967,Feldblumenweg,1,12557,52.42397528258735,13.593591019297651,286
s2970,Feldmarkweg,1,13509,52.59739681098655,13.303692460681452,245
s2971,Feldrain,1,12623,52.52376735321674,13.628102272258435,655
s2972,Feldspatweg,1,12349,52.420599322239006,13.410434347634512,931
s2973,Feldspatzenweg,1,13469,52.61492681873389,13.367739551134814,422
s2974,Feldstedter Weg,1,12305,52.41125179938721,13.39941615467487,442
s2975,Feldsteg,1,13158,52.5781461,13.372743400000001,67
s2976,Feldstraße,1,10369,52.537496250000004,13.469876000000001,155
s2977,Feldstraße,2,12559,52.4234308,13.70733005,169
s2978,Feldstraße,3,12689,52.573590626304274,13.575155250030313,264
s2979,Feldstraße,4,13585,52.54454273408453,13.201995180687243,514
s2980,Feldstraße,5,13355,52.5380611,13.3850091,188
s2981,Feldstraße,6,12207,52.4136875446808,13.306217246365762,607
s2982,Feldtmannstraße,1,13088,52.562656486079064,13.482365852105925,2006
s2983,Feldweg,1,13593,52.51060075,13.1670108,137
s2984,Feldweg,2,12349,52.43090744456234,13.408010870429777,186
s2985,Feldzeugmeisterstraße,1,10557,52.53232011813814,13.352678437589121,214
s2986,Feldzeugmeisterstraße,2,13599,52.54313934889626,13.243403682738165,236
s2987,Felgentreustraße,1,12249,52.428272439671986,13.365442798119727,359
s2988,Felixstraße,1,12099,52.46267161479104,13.39447395484301,623
s2989,Fellbacher Platz,1,13467,52.61589609654614,13.30747996320018,93
s2990,Fellbacher Straße,1,13467,52.616605414084894,13.3049526598248,442
s2991,Fenchelweg,1,12357,52.437319411197905,13.479873807881825,1241
s2992,Fennbrücke,1,10557,52.537609918098404,13.360997511110252,85
s2993,Fennpfuhlweg,1,13059,52.57662383068724,13.514885596460688,1280
s2994,Fennstraße,1,12439,52.454055230898774,13.516750131109694,440
s2995,Fennstraße,2,13353,52.539852830574596,13.365764942512886,968
s2996,Ferbitzer Weg,1,13591,52.54533238653851,13.132235180255208,980
s2997,Fercher Straße,1,12629,52.541649893723836,13.586065533481376,468
s2998,Fercher Straße,2,14165,52.42220350026557,13.234740176394888,257
s2999,Ferdinand-Buisson-Straße,1,13127,52.59492343367919,13.439399008309485,644
s3000,Ferdinand-Friedensburg-Platz,1,13599,52.53892079402944,13.232363532805829,248
s3001,Ferdinand-Magellan-Straße,1,14089,52.4679948,13.1640722,672
s3018,Fichtenauer Straße,1,12589,52.43971409061761,13.693353450692827,338
s3002,Ferdinand-Schultze-Straße,1,13055,52.54050730350372,13.510290339724532,1326
