id,name,cluster_id,postcode,lat,lon
9812,Spielplatzweg,1,10589,52.528760797534744,13.31301191118338
9813,Spielplatzweg,2,13627,52.54173731461838,13.30641044146548
9814,Spieroweg,1,13591,52.52806232323917,13.154791656923125
9815,Spießergasse,1,13503,52.60922248191822,13.245975309881834
9816,Spießweg,1,13437,52.59346032959176,13.32712207769944
9817,Spilstraße,1,14195,52.46680206309936,13.30596649808059
9818,Spinatweg,1,12689,52.570808730508126,13.560781509412394
9819,Spindelmühler Weg,1,12205,52.4361316577773,13.28592071362621
9820,Spindlergasse,1,12555,52.44604675556388,13.57974177786898
9840,Sportpromenade,1,12527,52.39970714158303,13.62589658521073
9821,Spindlersfelder Straße,1,12555,52.44593530835329,13.559362644701022
9822,Spinolastraße,1,13125,52.612852074781344,13.47364176434235
9823,Spinozastraße,1,12163,52.46527239607322,13.307811462286534
9824,Spirdingseestraße,1,12307,52.3783923060916,13.407158800198046
9825,Spittastraße,1,10317,52.50444677478513,13.47899069684419
9826,Spittelmarkt,1,10117,52.51171444257318,13.402239295304824
9827,Spitzerstraße,1,12557,52.4427038070766,13.577969992903002
9828,Spitzer Weg,1,10589,52.52927488969068,13.313029363814458
9829,Spitzmausweg,1,12623,52.51674744541901,13.635774495484942
9830,Spitzmühler Straße,1,12685,52.54416971106244,13.574049351344492
9831,Spitzwegerichweg,1,12587,52.45849802359546,13.608719077517426
9832,Spitzwegstraße,1,12623,52.48986502797862,13.620526104226107
9833,Splanemannstraße,1,10319,52.49383576882785,13.520752300575694
9834,Splügenweg,1,12107,52.4296827791299,13.401088624757755
9835,Spohrstraße,1,14193,52.4786246437067,13.269331592109117
9836,Sponholzstraße,1,12159,52.4728771861655,13.340403166333001
9837,Sportfliegerstraße,1,12487,52.446317623518524,13.517283415936996
9838,Sportforumstraße,1,14053,52.51657891914554,13.247085363725601
9841,Sportpromenade,2,12527,52.408574580987505,13.60552447970509
9842,Sportweg,1,13403,52.57417967731361,13.310772355679207
9843,Spreegasse,1,10178,52.52015208023967,13.402920804535057
9844,Spreepromenade,1,10178,52.52159556371514,13.399302876316302
9845,Spreeschlossstraße,1,12459,52.47440088124309,13.498908318502084
9846,Spreestraße,1,12555,52.450359649999996,13.571778849999996
9847,Spreestraße,2,12439,52.45742261697185,13.512236732354392
9848,Spreestraße,4,12559,52.42363383472095,13.704669478781446
9849,Spreestraße,5,12587,52.446201722528436,13.616701726724912
9850,Spreetalallee,1,14050,52.5237485863024,13.26196556593307
9851,Spreetunnel,1,12587,52.4445492,13.62537645
9852,Spreeufer,1,10178,52.516620594948925,13.404977587787636
9853,Spreewaldplatz,1,10999,52.49834764091795,13.431593506964628
9854,Spreeweg,1,10557,52.51598905839254,13.352680348925595
9855,Spremberger Straße,1,12627,52.5350014745608,13.593107406750798
9856,Spremberger Straße,2,12047,52.493669701711454,13.423223359767162
9857,Sprengelstraße,2,13595,52.5223157786783,13.19315978433841
9858,Sprengelstraße,1,13353,52.54182152215235,13.35513797669692
9877,Stadtilmer Weg,1,12279,52.41420247948555,13.34543506606038
